rated,turns,increment_code,white_rating,black_rating,first_move,second_move,opening_ply
FALSE,46,15+10,1400,1476,Nf3,Nc,2
FALSE,16,25+0,1741,1400,e4,b6,2
FALSE,73,15+10,1400,1028,Nf3,e6,2
FALSE,106,5+8,1766,1400,e4,b6,2
FALSE,51,15+0,1437,1400,d4,b6,2
FALSE,18,15+0,1352,1400,e4,b6,2
FALSE,95,15+0,1631,1400,e4,b6,5
FALSE,18,10+0,1559,1400,d4,b6,2
FALSE,64,15+0,1400,1635,Nf3,c5,2
FALSE,9,40+10,1400,1381,Nf3,d5,3
FALSE,25,15+15,1171,1400,e4,b6,2
FALSE,59,10+0,1318,1400,e4,b6,2
FALSE,85,20+0,1400,1372,Nf3,g6,2
FALSE,30,20+0,1400,1387,Nf3,d5,3
FALSE,15,20+0,1371,1400,e4,b6,2
FALSE,66,20+0,1400,1349,Nf3,d5,3
FALSE,38,20+0,1675,1400,e4,b6,2
FALSE,18,10+0,1515,1400,e4,b6,2
FALSE,81,15+10,1400,1332,Nf3,e6,2
FALSE,58,5+8,1366,1400,e4,b6,2
FALSE,31,5+5,1589,1400,e4,b6,2
FALSE,49,10+5,1400,1466,Nf3,d5,3
FALSE,44,8+0,1400,1437,Nf3,e6,2
FALSE,65,15+10,1566,1400,e3,b6,1
FALSE,40,15+10,1356,1400,e4,b6,2
FALSE,28,15+10,1400,1395,Nf3,d6,2
FALSE,56,15+10,1500,1400,e4,b6,2
FALSE,19,15+10,1400,1396,Nf3,e5,2
FALSE,105,15+10,1400,1412,Nf3,e6,2
FALSE,40,15+10,1442,1400,Nc3,b6,1
FALSE,50,10+10,1532,1503,d4,d5,4
TRUE,40,15+0,1385,1526,e4,e5,7
TRUE,90,15+5,1537,1509,e4,e5,8
TRUE,42,16+2,1470,1528,e4,e5,6
TRUE,15,16+2,1477,1541,e4,e5,6
TRUE,48,16+2,1556,1420,e4,d5,4
TRUE,15,16+2,1552,1314,e4,e6,3
TRUE,57,14+0,1545,1393,e4,e6,4
TRUE,50,15+2,1517,1535,e4,e5,3
TRUE,44,20+5,1514,1524,e4,e5,3
TRUE,52,10+0,1552,1512,e4,e5,5
TRUE,40,10+0,1499,1501,c4,e5,2
TRUE,27,8+2,1492,1456,e4,e5,5
TRUE,95,90+0,1484,1378,e4,e6,6
TRUE,138,20+0,1394,1475,e4,e5,6
TRUE,23,20+0,1491,1283,e4,e5,5
TRUE,48,8+0,1508,1243,e4,e5,4
TRUE,128,15+0,1275,1504,d3,d5,1
TRUE,16,15+0,1514,1515,e4,e5,5
TRUE,34,15+0,1482,1504,e4,e5,5
TRUE,131,10+0,1552,1491,e4,e5,3
TRUE,28,10+0,1455,1480,e4,e5,6
TRUE,31,10+0,1352,1496,g3,e5,3
TRUE,46,10+0,1507,1494,e4,e6,3
TRUE,35,10+0,1496,1489,e4,d5,4
TRUE,52,10+0,1461,1486,e4,e5,11
TRUE,23,10+0,1475,1465,e4,e6,3
TRUE,111,10+0,2193,1882,d4,Nf6,10
TRUE,19,25+30,2193,1963,d4,d5,5
TRUE,40,5+8,1927,2193,Nf3,Nf,10
TRUE,13,5+8,2193,1965,d4,d5,6
TRUE,4,7+4,1996,2193,f4,d5,2
TRUE,36,15+10,1799,2193,e4,e5,10
TRUE,53,15+10,2193,1799,d4,d5,8
TRUE,46,15+10,1799,2193,e4,e6,3
TRUE,135,15+0,2145,2193,e4,e5,7
FALSE,24,10+0,1814,2193,e4,e6,7
FALSE,57,30+30,2193,1864,e4,e5,6
FALSE,19,30+11,2193,2002,e4,e5,10
TRUE,62,10+3,2037,2157,d4,d5,8
TRUE,51,10+3,2105,2047,e4,e6,3
TRUE,33,10+0,2029,2040,d4,Nf6,7
TRUE,47,5+5,1939,2177,c4,e5,7
TRUE,31,5+5,2115,1945,e4,c5,6
TRUE,38,5+5,1953,1973,c4,e5,7
TRUE,27,30+0,1500,1906,e4,e5,8
FALSE,52,4+10,1861,1500,d4,d5,6
FALSE,127,6+4,1500,2119,e4,e5,9
FALSE,138,6+4,2119,1500,e4,e5,10
FALSE,28,12+13,1281,1500,e3,e5,1
FALSE,43,12+13,1500,1281,d4,e5,6
TRUE,80,5+8,1633,1625,e4,e5,11
TRUE,21,15+5,1667,1634,e4,e5,9
TRUE,49,15+4,1645,1645,d4,d5,5
TRUE,60,10+3,1653,1742,d4,d5,3
TRUE,45,11+8,1666,1663,e4,e5,8
TRUE,112,8+8,1679,1652,e4,c5,3
TRUE,171,10+5,1641,1643,d4,d5,3
TRUE,65,15+0,1629,1699,d4,d5,3
TRUE,114,15+3,1588,1619,e4,e5,11
FALSE,75,5+5,2222,2126,e4,e5,12
FALSE,114,25+0,2070,2126,e4,e5,8
FALSE,68,7+5,1287,2126,a3,e5,1
FALSE,3,20+0,1081,2126,e4,e5,3
FALSE,46,10+0,2126,1878,e4,e5,8
FALSE,35,20+5,2126,1225,e4,e5,4
TRUE,91,20+5,1659,2126,e4,e5,16
FALSE,30,10+0,1911,2126,e4,e5,9
TRUE,106,6+10,2009,2126,e4,e5,9
FALSE,35,15+3,2126,1845,e4,e5,8
FALSE,93,20+0,2126,1125,e4,e5,7
FALSE,40,15+15,2126,2047,e4,e5,9
FALSE,48,15+15,2047,2126,e4,e5,9
TRUE,51,10+0,2126,2202,e4,d5,6
TRUE,32,15+8,1673,2126,e4,e5,10
FALSE,29,45+0,1768,2126,d4,d5,4
TRUE,62,60+4,2057,2126,e4,e5,10
TRUE,24,15+0,2101,2048,d4,d5,10
TRUE,80,15+5,1975,1962,e4,e5,7
TRUE,33,15+10,1790,2034,e4,e6,6
TRUE,51,10+30,1500,1319,e4,e5,5
TRUE,71,25+0,1642,1055,e4,d6,2
TRUE,9,15+0,1251,1086,e4,c6,2
TRUE,31,60+3,1091,1645,e3,e6,1
TRUE,43,30+10,1306,1124,Nf3,d6,2
TRUE,54,10+0,1183,1248,e3,e5,1
TRUE,69,10+0,1236,1285,e4,d6,2
TRUE,83,10+0,1662,1315,e4,g6,2
TRUE,51,10+0,1718,1345,e4,b6,4
TRUE,41,15+3,1615,1500,d4,b6,2
FALSE,96,10+5,1549,1425,e4,e5,5
TRUE,60,10+0,1488,1478,e4,e5,6
TRUE,90,10+0,1491,1541,c3,g6,1
TRUE,98,10+0,1746,1466,e4,e5,6
TRUE,67,10+0,1460,1242,e4,e5,4
TRUE,23,10+0,1825,1463,e4,e5,7
TRUE,21,10+0,1448,1461,e4,e5,4
TRUE,61,10+0,1433,1421,c3,e5,1
TRUE,92,10+0,1442,1609,c3,e6,1
TRUE,16,10+0,1453,1558,c3,e5,1
TRUE,67,10+0,1550,1466,e4,e5,5
TRUE,79,10+0,1452,1378,c3,e5,1
TRUE,67,8+2,1647,1461,d4,d5,6
TRUE,45,8+2,1434,1665,e4,e5,4
TRUE,61,10+0,1412,1477,c3,Nf6,1
TRUE,94,10+0,1393,1404,e4,e5,4
TRUE,65,10+0,1372,1409,e4,e5,4
TRUE,83,10+0,1298,1398,e4,e5,6
TRUE,133,10+0,1423,1418,e4,e5,6
TRUE,67,10+0,1311,1402,e4,e5,4
TRUE,47,10+0,1383,1323,c3,d6,1
TRUE,46,10+0,1333,1361,e4,e5,5
TRUE,64,30+0,1522,1404,e4,e5,7
TRUE,74,20+10,1537,1453,e4,c5,8
TRUE,47,20+10,1433,1553,e4,e5,10
TRUE,123,20+10,1544,1444,e4,e5,5
TRUE,39,15+10,1657,1544,e4,e5,5
TRUE,114,15+10,1853,1523,e4,e5,5
TRUE,53,20+6,1491,1537,e4,e5,9
TRUE,27,20+6,1525,1501,e4,c5,3
TRUE,27,20+0,1504,1811,e4,e5,4
TRUE,61,13+10,1493,1439,e4,c5,3
TRUE,123,10+0,1685,1499,e4,e5,3
TRUE,99,10+0,1862,1502,e4,d5,4
TRUE,17,10+0,1496,1316,e4,e5,7
TRUE,101,10+0,1908,1498,e4,e5,6
TRUE,54,10+0,1500,1989,e4,e5,10
TRUE,45,10+0,1482,1648,e4,e5,6
TRUE,32,10+0,1500,1473,e4,e6,5
TRUE,113,15+8,1566,1494,e4,e5,7
TRUE,44,20+7,1497,1820,c4,e5,2
TRUE,23,25+0,1480,1637,e4,e5,6
TRUE,47,20+2,1675,1486,e4,e5,4
TRUE,54,30+0,1474,1460,c3,e5,1
TRUE,53,1+30,1492,1487,d4,d5,3
TRUE,43,10+0,1540,1569,e4,d5,4
TRUE,10,10+0,1570,2090,e4,e5,7
TRUE,85,10+0,1574,1853,e4,e5,9
TRUE,56,10+0,1587,1573,e4,b6,2
TRUE,29,10+0,1576,1587,e4,d5,5
TRUE,48,10+0,1299,1583,d4,d5,3
TRUE,56,10+0,1507,1573,d4,d5,5
TRUE,88,10+0,1574,2093,e4,c5,3
TRUE,84,10+0,1576,2023,e4,e5,6
TRUE,83,10+0,1560,1661,e4,c5,3
TRUE,76,10+0,1253,1556,e3,d5,1
TRUE,75,10+0,1538,1721,e4,e5,7
TRUE,43,10+0,1354,1557,e4,d5,4
TRUE,66,10+0,1183,1554,c3,d5,1
TRUE,48,10+0,1548,1334,e4,b6,2
TRUE,22,10+0,1304,1543,e4,d5,5
TRUE,36,10+0,1558,1479,e4,e5,6
TRUE,42,10+0,1572,1544,e4,d5,4
TRUE,96,10+0,1555,1632,e4,e5,9
TRUE,64,10+0,1563,1697,e4,d5,6
FALSE,65,20+0,1563,1411,d4,d5,6
TRUE,69,16+0,1421,1347,d4,Nf6,4
TRUE,25,60+0,1563,1352,d4,Nf6,2
TRUE,51,20+0,1336,1468,e4,e5,8
TRUE,99,10+4,1525,1343,e4,e5,7
TRUE,60,10+5,1349,1497,e4,e5,5
TRUE,69,15+0,1468,1358,e4,e5,4
TRUE,44,15+5,1360,1764,e4,e5,7
TRUE,99,10+5,1344,1478,e4,c5,8
TRUE,132,10+2,1474,1328,e4,e5,3
TRUE,69,8+8,1615,1332,d4,d5,4
TRUE,12,90+30,1338,1541,e4,e5,9
TRUE,64,10+0,1345,1483,e4,g6,4
TRUE,48,30+0,1351,1532,e4,e5,5
TRUE,36,10+5,1360,1432,e4,e5,10
TRUE,28,10+5,1445,1345,e4,e5,4
TRUE,30,15+5,1353,1485,e4,e6,3
TRUE,46,4+8,1342,1546,e4,e5,7
TRUE,25,7+7,1696,1344,e4,e5,3
TRUE,92,10+0,1348,1652,e4,e5,7
TRUE,90,20+0,1356,1461,e4,d5,4
TRUE,111,9+2,1596,1360,d4,Nf6,4
TRUE,45,12+6,1525,1367,d4,Nf6,4
TRUE,50,12+6,1362,1529,e4,c5,8
TRUE,56,12+6,1534,1357,d4,Nf6,7
TRUE,46,10+5,1497,1364,c3,e5,1
TRUE,12,10+5,1372,1461,e4,b6,2
TRUE,56,10+3,1375,1679,e4,e6,3
TRUE,47,15+0,1454,1384,e4,e5,4
TRUE,30,25+5,1392,1488,e4,e5,5
TRUE,53,25+5,1479,1400,e4,e5,3
TRUE,138,10+5,1341,1391,e4,e5,5
TRUE,30,40+0,1399,1483,e4,e5,6
FALSE,61,10+8,1564,1399,g3,e5,1
TRUE,68,15+0,1440,1387,d4,g6,4
TRUE,81,19+0,1381,1181,e4,f6,2
TRUE,119,5+8,1651,1385,e4,e5,3
TRUE,18,15+5,1347,1376,e4,e5,6
FALSE,30,10+2,1376,1444,e4,e6,3
TRUE,89,10+1,1383,1386,e4,e6,3
TRUE,35,17+2,1489,1394,b4,e5,1
TRUE,11,10+0,1429,1404,e4,e6,3
TRUE,22,10+5,1431,1376,e4,c6,2
TRUE,43,15+5,2005,2151,e4,c5,4
TRUE,59,3+8,2285,2173,c4,e5,2
TRUE,41,10+0,1500,1370,b3,d5,3
TRUE,58,10+0,1370,1500,e4,c6,8
TRUE,16,10+0,1514,1378,d4,d5,3
TRUE,48,10+0,1311,1368,d4,d5,3
TRUE,88,10+0,1369,2070,d4,Nf6,4
TRUE,61,10+0,1344,1961,e4,e5,7
TRUE,70,10+0,1880,1320,e4,d5,4
TRUE,12,10+0,1807,1274,g4,d5,3
TRUE,45,10+0,1253,1620,e4,e5,6
TRUE,68,10+0,1632,1232,c4,d5,5
TRUE,62,10+0,1232,2017,e4,e5,8
TRUE,41,10+0,1359,1218,e4,e5,5
TRUE,39,10+0,1210,1112,e4,h5,2
TRUE,35,10+0,1210,1191,e4,e6,4
TRUE,106,10+0,1221,1226,e4,e5,3
TRUE,29,10+0,1157,1211,e4,e5,3
TRUE,19,10+0,1201,1180,e4,e5,5
TRUE,18,10+0,1207,1190,e4,e5,8
TRUE,19,10+0,1179,1197,e4,e5,7
TRUE,138,10+0,1315,1163,e4,e5,7
TRUE,61,10+0,1166,1061,e4,d5,2
TRUE,25,10+0,1197,1176,e4,e5,6
TRUE,47,10+0,1163,1214,d4,d5,4
TRUE,32,10+0,1152,1152,e4,e5,3
TRUE,60,10+0,1156,1442,d4,d5,4
TRUE,118,10+0,1154,1332,e4,c6,2
TRUE,51,10+0,1348,1160,e4,d5,5
TRUE,27,10+0,1322,1147,e4,c5,3
TRUE,14,10+0,1153,1370,e4,e5,3
TRUE,123,10+0,1152,1162,d4,d5,4
TRUE,74,10+0,1064,1144,e3,c5,1
FALSE,8,30+0,1144,1500,e4,e5,3
TRUE,125,10+0,1192,1153,e4,Nf6,4
TRUE,122,10+0,1106,1143,e4,e5,6
TRUE,120,10+0,1157,1092,e4,e5,3
TRUE,123,10+0,1076,1171,e4,Nf6,4
TRUE,56,10+0,1083,1165,e4,Nf6,4
TRUE,35,10+0,1189,1164,e4,Nf6,4
TRUE,55,10+0,1151,1202,d4,e6,2
TRUE,59,10+0,1236,1137,d4,Nc6,2
TRUE,85,10+0,1301,1143,e4,b6,2
TRUE,78,10+0,1148,1417,d4,d5,5
TRUE,67,10+0,1155,1292,d4,g6,2
FALSE,74,5+10,1660,1838,d4,d5,4
FALSE,85,10+0,1751,1838,e4,e5,6
FALSE,64,15+0,1961,1838,Nc3,Nf,11
FALSE,39,10+0,1848,1838,e4,e5,8
FALSE,157,15+10,1838,1699,e4,e5,9
TRUE,56,10+0,1977,1919,d4,Nf6,6
TRUE,51,10+0,1868,1991,e4,e6,9
TRUE,21,15+15,1835,1760,e4,e5,11
TRUE,44,15+15,1769,1791,e4,e6,9
TRUE,42,15+15,1473,1775,e3,e5,1
TRUE,31,15+15,1755,1477,e4,e6,6
TRUE,20,15+15,1481,1730,e3,d5,1
TRUE,35,15+15,1697,1486,e4,e6,3
TRUE,50,15+15,1492,1649,e3,Nf6,1
TRUE,59,15+15,1603,1384,e4,e5,7
TRUE,25,15+15,1500,1524,e4,d5,2
TRUE,31,12+12,1492,1173,e4,e5,5
TRUE,15,10+8,1356,1186,e4,e5,6
TRUE,74,10+0,1208,1311,e4,Nc6,5
TRUE,45,15+0,1513,1197,d4,e6,5
TRUE,13,15+0,1175,1142,e4,e5,3
FALSE,52,20+0,1175,1673,e4,e5,3
FALSE,27,20+0,1673,1175,e4,e5,7
FALSE,9,20+0,1175,1673,e4,e5,3
TRUE,130,15+8,1462,1158,e4,e5,6
TRUE,11,15+15,1473,1166,e4,e5,3
TRUE,44,20+15,1155,1170,e4,e5,3
TRUE,56,20+15,1137,1190,e4,Nh6,2
TRUE,22,20+15,1234,1096,Nh3,e5,1
TRUE,68,20+15,1097,1902,e4,c6,2
TRUE,25,20+15,1901,1097,d4,e5,6
FALSE,29,180+8,1500,1097,e4,e5,6
FALSE,25,180+8,1097,1500,e4,e5,4
TRUE,62,30+0,1101,1635,e4,e5,3
TRUE,13,30+0,1633,1104,e4,e5,3
TRUE,16,30+0,1107,1631,e4,e5,3
TRUE,49,30+0,1273,1129,e3,e6,1
TRUE,94,30+0,1155,1265,e4,e6,2
TRUE,22,10+10,1158,1766,e4,e5,3
TRUE,8,30+5,1517,1134,d4,e5,6
FALSE,16,15+10,1551,1703,e4,c5,4
FALSE,71,15+10,1703,1551,e4,e5,5
FALSE,69,15+10,1703,1677,e4,g6,4
FALSE,27,15+10,1677,1703,d3,d5,10
FALSE,47,15+10,1703,1677,b3,g6,5
FALSE,44,15+10,1703,1583,b3,e5,3
FALSE,46,15+10,1682,1703,e4,c5,2
TRUE,111,15+10,1579,1722,d4,Nf6,4
FALSE,33,15+10,1722,1745,e4,e5,6
FALSE,57,15+10,1722,1767,e4,c5,11
FALSE,41,15+10,1767,1722,e4,c5,8
FALSE,99,15+10,1722,1735,e4,e5,4
FALSE,89,15+10,1722,1674,e4,c5,13
FALSE,76,15+10,1674,1722,e4,c5,6
TRUE,96,15+10,1727,1586,d4,d5,5
FALSE,43,15+10,1727,1621,d4,d5,12
FALSE,44,15+10,1856,1727,e4,c5,6
TRUE,63,15+10,1670,1744,e4,c5,4
FALSE,54,15+10,1744,1924,d4,Nf6,4
FALSE,54,15+10,1897,1744,e4,c5,3
TRUE,21,15+10,1732,1759,e4,c5,3
TRUE,43,15+10,1747,1703,d4,d5,4
TRUE,75,15+10,1749,1702,d4,d5,7
FALSE,28,15+15,1749,1806,b3,Nf6,2
TRUE,39,15+10,1738,1623,d4,e5,4
TRUE,28,15+10,1632,1727,e4,c5,3
TRUE,57,15+10,1857,1737,d4,Nf6,5
TRUE,112,15+10,1776,1736,d4,Nf6,5
TRUE,109,15+10,1715,1788,d4,d5,4
TRUE,153,15+10,1798,1729,d4,Nf6,5
TRUE,11,15+10,1714,1658,d4,d5,4
FALSE,45,15+2,2076,1714,e4,c5,3
FALSE,32,15+10,1714,1709,d4,d5,4
FALSE,20,15+10,1800,1714,e4,c5,3
FALSE,28,15+10,1714,1800,c4,e5,4
FALSE,52,15+10,1800,1714,e4,c5,4
TRUE,61,15+10,1651,1737,e4,c5,3
FALSE,17,15+5,1737,1647,d4,Nf6,8
FALSE,62,15+5,1647,1737,e4,c5,3
FALSE,31,15+5,1737,1647,d4,Nf6,7
FALSE,32,15+10,1737,1631,c4,e5,6
FALSE,29,15+5,1868,1737,e4,c5,7
TRUE,85,15+0,1549,1419,e4,c5,6
TRUE,15,15+5,1772,1554,Nf3,Nc,2
TRUE,40,10+10,1559,1767,e4,e5,6
TRUE,59,5+8,1664,1568,e4,c5,4
TRUE,36,15+5,1578,1603,e4,c5,9
TRUE,25,8+0,1835,1582,e4,c5,7
TRUE,72,15+0,1593,1608,e4,c5,10
TRUE,64,15+0,1620,1581,Nf3,d5,4
TRUE,85,15+0,1567,1632,e4,c6,2
TRUE,48,15+0,1646,1553,e4,c5,3
TRUE,89,15+0,1538,1660,e4,c5,6
TRUE,51,10+3,1859,1541,e4,c5,4
TRUE,37,5+8,1370,1558,e4,c5,3
TRUE,56,15+15,1565,1712,e4,d5,4
TRUE,39,10+7,1571,1725,e4,e6,6
FALSE,59,15+0,1748,1571,e4,c5,10
TRUE,122,15+5,1575,1844,e4,Nf6,4
TRUE,82,15+5,1840,1580,d4,Nf6,6
TRUE,44,7+8,1698,1564,e4,c5,7
TRUE,41,5+5,1557,1443,e4,e6,8
TRUE,18,5+5,1452,1549,Nf3,Nc,2
TRUE,113,10+5,1666,1556,e4,d5,4
TRUE,59,15+3,1575,1567,e4,c5,13
TRUE,37,12+0,1701,1575,e4,c5,3
TRUE,101,5+5,1570,1321,e4,e6,5
TRUE,81,20+0,1556,1676,e4,e5,6
TRUE,70,5+5,1597,1543,e4,e5,7
TRUE,15,5+5,1529,1610,e4,e5,5
TRUE,71,12+0,1623,1538,d4,Nf6,4
TRUE,32,10+0,1752,1543,d4,Nf6,5
TRUE,44,10+5,1549,1720,e4,e5,4
TRUE,39,20+0,1557,1675,e4,e6,6
TRUE,63,10+0,1663,1565,e4,c5,3
TRUE,59,8+0,1644,1574,e4,c5,3
TRUE,87,5+8,1573,1599,e4,b6,2
TRUE,16,5+8,1611,1560,d4,Nf6,7
TRUE,52,10+2,1548,1549,d4,Nf6,4
TRUE,55,10+0,1555,1730,e4,c5,10
TRUE,26,10+5,1559,1839,e3,e6,1
TRUE,36,5+20,1570,1578,e4,c5,8
TRUE,50,15+0,1640,1556,e4,d5,4
TRUE,26,10+5,1600,1542,e4,d5,4
TRUE,17,8+5,1728,1549,e4,d5,4
TRUE,42,15+0,1643,1558,d4,Nf6,4
TRUE,119,10+0,1822,1562,d4,Nf6,2
TRUE,64,10+0,1569,1710,e4,d5,3
TRUE,94,10+0,1579,1557,e4,c5,11
TRUE,46,5+8,1706,1540,e4,d5,4
TRUE,24,15+10,1543,1858,e4,e5,4
TRUE,101,5+8,1805,1548,e4,c5,4
FALSE,88,10+0,1500,1769,e4,e5,3
FALSE,78,10+0,1413,1500,e4,c5,7
FALSE,31,20+0,1500,1500,e4,e5,4
FALSE,2,8+0,1500,1784,e4,e6,2
FALSE,72,30+0,1706,1500,d4,d5,7
FALSE,70,30+3,1347,1500,c4,e5,5
TRUE,30,15+5,1644,1810,e4,c5,4
FALSE,87,10+0,939,963,e4,Nf6,4
FALSE,66,7+2,1458,939,Nf3,d5,2
TRUE,59,10+0,1449,940,e4,e5,4
TRUE,80,10+0,949,1064,c4,Nf6,4
TRUE,66,10+0,961,974,h4,e5,1
TRUE,89,10+0,963,975,e4,e5,3
TRUE,5,10+0,1046,986,e4,e5,3
TRUE,52,5+8,1500,1482,b4,e5,1
TRUE,46,30+0,1306,1275,e4,c6,2
TRUE,35,30+0,1259,1319,e4,e5,4
TRUE,40,15+5,1272,1169,e4,c6,2
TRUE,8,10+0,1278,1500,e4,g5,2
TRUE,53,10+0,1265,1500,e4,Nc6,4
FALSE,120,10+5,1265,1500,e4,e5,4
FALSE,73,15+0,1265,1500,e4,e5,4
TRUE,22,30+0,1264,1268,e4,e5,4
TRUE,66,10+0,1278,1280,e4,d5,4
TRUE,85,12+10,1282,1293,e4,c6,5
TRUE,30,10+5,1500,1279,e4,c6,3
TRUE,49,20+15,1271,1096,e4,e5,7
TRUE,70,180+0,964,1267,e4,c6,3
TRUE,19,20+3,1270,1179,e4,d5,3
TRUE,80,10+0,1277,1490,e4,c5,5
FALSE,5,10+10,1370,1422,e4,e5,4
FALSE,41,10+10,1370,1176,e4,c5,3
TRUE,53,10+10,1366,1402,e4,b6,2
TRUE,30,10+10,1442,1310,Na3,e5,1
TRUE,153,5+8,1495,1283,e4,e6,3
TRUE,86,5+8,1387,1507,e4,Nf6,4
FALSE,2,5+30,1264,1507,e4,d6,2
TRUE,81,15+15,1554,1546,d4,e6,2
TRUE,56,10+0,1586,1632,e4,e5,3
TRUE,42,10+5,2103,2198,Nf3,d5,2
TRUE,35,10+5,2188,2173,d4,e6,2
TRUE,132,10+0,2066,2180,g4,d5,5
TRUE,42,10+5,2180,2186,d4,Nf6,4
TRUE,178,10+5,2190,2234,d4,d5,5
TRUE,130,10+5,2201,2173,d4,Nf6,4
TRUE,91,10+5,2104,2215,d4,Nf6,17
TRUE,56,15+5,2226,2219,d4,d5,5
TRUE,61,10+5,2330,2234,d4,Nf6,10
TRUE,67,10+5,2121,2234,e4,c5,17
TRUE,79,5+5,2218,1953,d4,Nf6,5
TRUE,190,10+5,2151,2209,e4,c5,5
TRUE,116,10+5,2221,2209,d4,d5,5
TRUE,79,10+5,2194,2232,e4,c5,11
TRUE,35,10+5,2221,2222,d4,e6,2
TRUE,59,10+0,2230,1666,d4,Nf6,8
TRUE,83,10+5,2276,2230,d4,Nf6,4
TRUE,74,10+0,2230,2201,d4,Nf6,5
TRUE,65,5+5,2226,1977,d4,d5,5
TRUE,67,10+5,2218,2133,d4,e6,2
TRUE,114,10+5,2225,2207,e4,c5,5
TRUE,51,10+5,2199,2112,d4,d5,5
TRUE,100,10+5,2199,2179,d4,d5,5
TRUE,76,10+5,2179,2189,d4,Nf6,4
TRUE,132,10+0,1502,1530,e4,e5,5
TRUE,29,10+0,1368,1496,d4,d5,4
TRUE,115,10+0,1488,1437,e4,e6,3
TRUE,109,10+0,1470,1499,e4,e5,5
TRUE,86,10+0,1513,1384,e4,e5,5
TRUE,57,10+0,1514,1523,e4,e5,6
TRUE,64,10+0,1534,1528,e4,e5,6
TRUE,89,10+0,1523,1538,e4,c5,3
TRUE,122,10+0,1550,1511,e4,e5,4
TRUE,20,15+1,810,1218,e4,d6,4
TRUE,33,15+1,1209,831,d4,d5,3
TRUE,38,15+1,1210,2026,d4,d5,3
TRUE,96,15+1,1211,2025,d4,Nf6,6
TRUE,137,16+1,1586,1236,e4,e5,4
TRUE,44,1+10,1255,1815,d4,e6,2
TRUE,81,1+10,1179,1610,d4,d5,4
TRUE,22,25+0,1188,1716,e4,e5,6
TRUE,11,5+8,1718,1215,e4,e5,3
TRUE,17,15+10,1733,1226,e4,e5,4
TRUE,35,8+3,1483,1275,e4,e5,3
TRUE,43,15+0,1378,1430,e4,d5,6
TRUE,14,15+0,1387,1621,e4,e5,10
TRUE,12,15+0,1421,1278,e4,e6,3
TRUE,143,15+0,1391,1448,e4,e5,5
TRUE,52,15+0,1461,1357,e4,e5,6
TRUE,14,15+0,1476,1316,e4,e5,6
TRUE,13,15+0,1180,1358,e4,e5,7
TRUE,30,15+0,1394,1358,e4,e5,5
TRUE,61,15+0,1638,1408,e4,e5,5
TRUE,52,15+0,1439,1493,e4,d5,4
TRUE,15,15+0,1483,1478,d4,d5,5
TRUE,44,5+6,1447,1581,e4,c5,3
TRUE,47,10+0,1498,1677,e4,e5,7
TRUE,34,5+8,1561,1574,e4,d6,3
TRUE,42,5+8,1500,1507,d4,d5,5
TRUE,86,5+8,1624,1504,e4,e5,4
FALSE,33,10+0,1430,1492,e4,c5,3
TRUE,74,6+4,1524,1269,e4,c5,3
TRUE,23,5+5,1500,1401,e4,c6,2
FALSE,87,15+0,1500,1508,d4,b6,2
FALSE,32,15+0,1508,1500,d4,e6,6
FALSE,16,10+0,1508,2016,d4,a6,1
FALSE,59,180+0,1508,1500,e4,e5,4
FALSE,24,15+0,1508,1727,d4,e6,7
FALSE,67,60+3,1500,1508,e4,e5,4
FALSE,93,5+7,1508,1403,d4,e6,2
FALSE,104,5+8,1500,1581,d4,d5,3
TRUE,102,25+0,1238,1500,e4,Nf6,2
FALSE,10,10+6,1500,1693,c4,e5,3
FALSE,37,10+6,1693,1500,d4,d5,3
FALSE,60,10+6,1500,1693,d4,d5,3
FALSE,20,10+6,1622,1500,e4,e5,4
TRUE,13,15+20,1160,1323,e4,f6,2
TRUE,6,15+20,1418,1588,h3,e5,1
TRUE,43,5+5,1930,1500,e4,f6,2
FALSE,2,10+0,1761,1579,e4,c5,2
TRUE,79,15+5,1745,1853,e4,d5,6
TRUE,98,15+5,1750,1733,e4,c5,8
FALSE,31,15+5,1733,1624,e4,c5,3
TRUE,101,15+5,2108,1736,d4,d5,5
TRUE,40,15+5,2105,1738,d4,d5,8
TRUE,46,15+5,2101,1741,d4,d5,9
TRUE,24,10+5,1852,1748,d4,Nf6,7
TRUE,60,10+5,1759,1500,e4,e5,9
TRUE,51,10+0,1749,1716,e4,e5,7
TRUE,112,15+5,1763,1661,e4,e5,13
TRUE,77,10+0,1809,1700,e4,c5,2
TRUE,42,10+0,1801,1686,d4,d5,5
TRUE,65,5+8,1711,1713,e4,e5,8
TRUE,137,15+10,1712,1751,e4,e6,5
TRUE,52,15+10,1764,1711,d4,d5,5
TRUE,85,5+5,1737,1745,e4,e5,6
TRUE,35,5+5,1734,1748,Nf3,c5,5
TRUE,80,10+0,1696,1725,e4,e5,4
TRUE,105,5+7,1712,1770,Nf3,d5,5
TRUE,90,7+14,1734,1701,e4,e5,3
TRUE,149,5+5,1796,1709,f4,d5,2
TRUE,96,15+0,1720,1697,e4,e5,7
TRUE,38,8+0,1704,1852,Nf3,d5,3
TRUE,84,8+0,1718,1587,Nf3,d5,4
TRUE,41,8+5,1779,1727,e4,e5,5
TRUE,62,10+5,1737,1775,Nf3,c5,6
TRUE,53,7+8,1888,1744,e4,e5,6
TRUE,27,3+15,1852,1761,e4,e5,6
